,Primary_Key,DC_Real_Property_ID,Property_Name,Reporting_Year,Report_Status,Address_of_Record,Owner_of_Record,Ward,City,State,Postal_Code,Year_Built,Primary_Property_Type_Self_Selected,Primary_Property_Type_EPA_Calculated,Tax_Record_Floor_Area,Recorded_Building_Gross_Floor_Area,Energy_Star_Score,Site_EUI_KBTU_Ft,Weather_Normalized_Site_EUI_KBTU_Ft,Source_EUI_KBTU_Ft,Weather_Normalized_Source_EUI_KBTU_Ft,Total_GHG_Emissions_Metric_Tons_CO2e,Total_GHG_Emissions_Intensity_Kg_CO2e_Ft,Water_Use_All_Water_Sources_Kgal,Electricity_Use_Grid_Kwh,Natural_Gas_Use_Therms,Latitude,Longitude,Unnamed: 28
2088,PM4376167,0371_0824,Henley Park Hotel,2015,In Compliance,0926 MASSACHUSETTS AV,TUDOR LP,2,Washington,DC,20001,1918,Hotel,Hotel,59425,59425.0,73,87.2,88.3,130.5,131.5,364.6,6.1,5546.8,323915.6,40790.400069999996,38.90315472,-77.02571048,
2095,PM4357717,0140_0086,Hotel RL Washington DC,2015,In Compliance,1823 L ST NW,L STREET HOTEL LLC,2,Washington,DC,20036,1965,Hotel,Hotel,84839,78744.0,47,64.9,61.5,132.2,126.5,516.7,6.6,5495.3,719701.3,4339.508574,38.90398508,-77.04270844,
2107,PM4226785,0345_0040,Hyatt Grand Washington DC,2015,In Compliance,1000 H ST NW,HHR GHDC LIMITED PARTNERSHIP,2,Washington,DC,20001,1986,Hotel,Hotel,404943,822175.0,86,64.8,65.7,135.9,136.8,4986.1,6.1,39080.5,7828243.3,265574.0114,38.89934806,-77.02649002,
2111,PM3670053,4393_0015,Holiday Inn Express and Suites Washington DC Northeast,2015,In Compliance,1917 BLADENSBURG RD NE,SUTON ONE LLC,5,Washington,DC,20002,2008,Hotel,Hotel,100130,101130.0,61,59.5,59.9,137.9,138.4,614.5,6.1,5027.0,1069689.3,23703.46855,38.91646865,-76.97214603,
2115,PM4380759,4393_0016,Fairfield Inn & Suites Washington DC New York Ave,2015,In Compliance,2305 NEW YORK AVE NE,SUTON TWO LLC,5,Washington,DC,20002,2008,Hotel,Hotel,84180,84180.0,89,62.3,62.3,139.1,139.1,518.2,6.2,4064.9,870135.4,22731.05683,38.91684189,-76.97149093,
2116,PM3519199,0629_0041,Hyatt Regency Washington on Capitol Hill,2015,In Compliance,400 NEW JERSEY AVE NW,NSHE TEMPLE LLC,6,Washington,DC,20001,1975,Hotel,Hotel,605014,715075.0,83,64.9,65.6,140.0,139.5,4449.1,6.2,24814999.7,7204313.9,218111.0087,38.89537545,-77.01170563,
2129,PM3635119,0195_0145,Holiday Inn Washington DC Central / White House,2015,In Compliance,1501 RHODE ISLAND AVE NW,RHODE ISLAND ASSOCIATES LLC,2,Washington,DC,20005,1968,Hotel,Hotel,143175,123815.0,86,72.6,72.6,143.8,142.1,800.6,6.5,7035.9,1171921.3,49960.8174,38.90812348,-77.03497312,
2190,PM4361120,4102_0248,Quality Inn and Suites,2015,In Compliance,1600 NEW YORK AV NE,44 WASHINGTON ASSOCIATES LLC,5,Washington,DC,20002,1966,Hotel,Hotel,99217,99217.0,27,69.3,69.6,156.7,157.0,686.8,6.9,5557.5,1167970.4,28873.974680000003,38.91743261,-76.97997383,
2200,PM3633172,0486_0832,Fairfield Inn & Suites,2015,In Compliance,0500 H ST NW,RLJ III F WASHINGTON DC LLC,2,Washington,DC,20001,1986,Hotel,Hotel,111056,120000.0,73,63.9,62.8,158.9,155.3,833.0,6.9,7068.8,1544851.1,23992.03962,38.89966387,-77.01925301,
2204,PM4556802,0030_0018,Washington DC RI,2015,In Compliance,801 NEW HAMPSHIRE AVE NW,CHATHAM WASHINGTON DC LLC,2,Washington,DC,20037,1973,Hotel,Hotel,98042,98042.0,23,75.2,75.5,160.0,158.5,698.7,7.1,3560.7,1114147.4,35730.812439999994,38.899855200000005,-77.05224877,
2242,PM4021278,0072_0006,Best Western Georgetown Hotel and Suites,2015,In Compliance,1121 NEW HAMPSHIRE AVE NW,GEORGETOWN SUITES LLC,2,Washington,DC,20037,1989,Hotel,Hotel,55161,55161.0,30,66.8,66.1,168.0,165.7,404.4,7.3,537683.9,756906.1,11043.192079999999,38.90431077,-77.04795405,
2260,PM3499934,0245_0844,Washington Plaza Hotel,2015,In Compliance,10 THOMAS CIR NW,WASHINGTON PLAZA HOTEL LLC,2,Washington,DC,20005,1961,Hotel,Hotel,300357,300357.0,53,86.9,86.2,171.6,169.5,2318.7,7.7,18346.6,3384964.4,145457.9997,38.90625979,-77.0309762,
2269,PM3991631,1971_0836,Days Inn,2015,In Compliance,4400 CONNECTICUT AV NW,THOMAS MOTT TRUSTEES,3,Washington,DC,20008,1948,Hotel,Hotel,76016,76016.0,72,55.1,54.2,173.1,170.3,561.1,7.4,6209.3,1228446.6,,38.94695704,-77.06560886,
2307,PM3524415,0195_0846,Hotel Rouge,2015,In Compliance,1315 16TH ST NW,LHO WASHINGTON HOTEL THREE L L C,2,Washington,DC,20036,1964,Hotel,Hotel,161042,114073.0,61,103.8,105.5,180.0,180.6,941.7,8.3,5126.2,1136039.4,79602.81337,38.90827384,-77.03613249,
2330,PM3682467,0029_0003,George Washington University Inn,2015,In Compliance,0824 NEW HAMPSHIRE AV NW,GEORGE WASHINGTON UNIVERSITY,2,Washington,DC,20037,1960,Hotel,Hotel,79671,82000.0,51,107.8,110.7,183.7,184.1,692.9,8.5,5009.1,810974.9,60721.908460000006,38.90030297,-77.05312778,
2334,PM3524434,0158_0838,Topaz Hotel,2015,In Compliance,1733 N ST NW,LHO WASHINGTON HOTEL ONE L L C,2,Washington,DC,20036,1964,Hotel,Hotel,69795,73373.0,65,94.7,95.0,184.8,182.5,611.0,8.3,4607.8,878441.3,39490.96963,38.90742679,-77.03971125,
2370,PM3685596,0537_0809,Residence Inn Capitol,2015,In Compliance,333 E ST SW,SOUTHWEST CAPITOL ASSOCIATES LLC,6,Washington,DC,20024,2003,Hotel,Hotel,235962,190000.0,48,87.7,87.6,192.7,190.5,1623.3,8.5,9665.2,2680252.9,75146.5653,38.88362145,-77.01593266,
2375,PM3762120,0762_0841,144-Capitol Hill Hotel,2015,In Compliance,0200 - 0220 C ST SE,HHLP CAPITOL HILL ASSOCIATES LLC,6,Washington,DC,20003,1959,Hotel,Hotel,58599,88464.0,62,82.4,82.3,193.3,192.5,752.1,8.5,5581.0,1325434.9,27628.00011,38.88623924,-77.00263424,
2395,PM3524416,0628_0876,Hotel George,2015,In Compliance,0015 E ST NW,LHO WASHINGTON HOTEL SIX LLC,6,Washington,DC,20001,1929,Hotel,Hotel,88704,139000.0,6,95.7,95.4,197.9,194.8,1229.8,8.8,9374.5,1898405.5,68281.935,38.89640338,-77.0099098,
2419,PM3519739,0212_0851,Washington DC HWS,2015,In Compliance,1475 MASSACHUSETTS AV NW,RLJ III HS WASHINGTON DC LLC,2,Washington,DC,20005,2001,Hotel,Hotel,154697,136005.0,45,78.4,77.7,204.4,201.2,1207.8,8.9,7513.6,2328592.3,27161.055330000003,38.90668444,-77.03358488,
2421,PM4006008,0015_0048,Avenue suites,2015,In Compliance,2500 PENNSYLVANIA AVE NW,FLORENZ R OURISMAN HOSPITALITY PARTNERS,2,Washington,DC,20037,1978,Hotel,Hotel,94951,108766.0,41,94.5,95.4,204.8,205.8,989.6,9.1,6147.0,1610336.6,47829.38758,38.90344141,-77.05367232,
2435,PM3682457,0052_0805,One Washington Circle,2015,In Compliance,1 WASHINGTON CIR NW,GEORGE WASHINGTON UNIVERSITY,2,Washington,DC,20037,1964,Hotel,Hotel,128480,102730.0,49,98.5,97.1,209.3,204.9,838.3,8.2,7523.4,1525334.8,49141.07231,38.90337893,-77.04972805,
2440,PM3680559,0628_0893,Washington Court Hotel on Capitol Hill,2015,In Compliance,0525 NEW JERSEY AV NW,OPERATING ENGINEERS FUND,6,Washington,DC,20001,1984,Hotel,Hotel,275396,275396.0,50,86.4,87.0,210.5,211.2,2538.6,9.2,21326.9,4627009.1,80051.6642,38.89681703,-77.01110078,
2454,PM4539355,2530_0310,CourtYard Marriott Dupont,2015,In Compliance,1900 CONNECTICUT AVE NW,NCPT CAPSTONE DUPONT LLC,2,Washington,DC,20009,1969,Hotel,Hotel,97125,97125.0,65,85.8,86.3,215.0,215.5,911.5,9.4,3158.1,1701438.8,25290.74844,38.91603665,-77.04687482,
2459,PM3426697,2138_0812,Omni Shoreham Hotel,2015,In Compliance,2500 CALVERT ST NW,OMNI SHOREHAM CORPORATION,3,Washington,DC,20008,1931,Hotel,Hotel,791548,953000.0,39,95.2,94.6,215.7,211.8,9100.6,9.5,55117.2,15465597.5,371455.0098,38.92263332,-77.05366670000001,
2464,PM3524412,0247_0873,Donovan House,2015,In Compliance,1155 14TH ST NW,LHO TOM JOAD CIRCLE DC LLC,2,Washington,DC,20005,1974,Hotel,Hotel,112867,145298.0,48,86.2,85.5,217.3,214.6,1377.0,9.5,5724.5,2583771.0,37069.322510000005,38.90509773,-77.03157046,
2472,PM3466549,0050_0085,Embassy Suites Hotels,2015,In Compliance,1250 22ND ST NW,EMBASSY/SHAW D C VENTURE,2,Washington,DC,20037,1986,Hotel,Hotel,454961,306123.0,26,86.2,86.2,219.4,219.4,2926.1,9.6,19711.7,5533879.3,75028.21916000001,38.90685699,-77.04944766,
2474,PM2992806,0214_0854,The Madison,2015,In Compliance,1177 15TH ST NW,LM DC HOTELS LLC,2,Washington,DC,20005,1962,Hotel,Hotel,287557,287557.0,56,95.7,94.1,219.8,213.1,2787.5,9.7,11243.6,4810483.7,111130.791,38.90537674,-77.03406225,
2476,PM3685602,0377_0846,Courtyard Marriott Convention Center,2015,In Compliance,0900 - 0908 F ST NW,900 F STREET ASSOCIATES LLC,2,Washington,DC,20004,1891,Hotel,Hotel,128772,122548.0,42,84.4,83.7,220.4,217.4,1173.2,9.6,8346.5,2264860.6,26125.07503,38.89707374,-77.02432854,
2487,PM3408948,0198_0039,Capital Hilton,2015,In Compliance,1001 16TH ST NW,CHH CAPITAL HOTEL PARTNERS LP,2,Washington,DC,20036,1944,Hotel,Hotel,1050362,625233.0,29,115.8,117.6,224.5,226.4,6332.0,10.1,40447.0,9019906.3,416478.9826,38.90312968,-77.03593506,
2488,PM1331555,0248_0812,Hamilton Crowne Plaza Hotel,2015,In Compliance,1001 14TH ST NW,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,2,Washington,DC,20005,1921,Hotel,Hotel,146425,222000.0,44,93.1,94.2,225.2,226.4,2191.4,9.9,12909.9,3967552.9,71393.8983,38.90292735,-77.03158979,
2493,PM3524433,0097_0816,Hotel Madera,2015,In Compliance,1308 - 1310 NEW HAMPSHIRE AV NW,LHO WASHINGTON HOTEL TWO LLC,2,Washington,DC,20036,1963,Hotel,Hotel,60291,66390.0,38,130.8,132.0,228.7,227.8,695.6,10.5,4878.2,850398.9,57839.37699,38.90764051,-77.04575613,
2498,PM3993869,0165_0029,Club Quarters Washington DC,2015,In Compliance,0839 17TH ST NW,RCQ HOTEL DC LLC,2,Washington,DC,20006,1926,Hotel,Hotel,59746,59746.0,54,98.5,96.8,231.1,224.7,607.3,10.2,3830.3,1069618.7,22363.7426,38.90118696,-77.0391062,
2505,PM3685579,1299_0321,Holiday Inn Georgetown,2015,In Compliance,2101 WISCONSIN AVE NW,MARY C H SMITH,3,Washington,DC,20007,1976,Hotel,Hotel,231439,190000.0,29,94.5,93.8,233.8,230.9,1941.7,10.2,10146.2,3585848.6,57212.02977000001,38.91746836,-77.06839795,
2506,PM4376628,1231_0143,georgetown washington dc inn llc,2015,In Compliance,1310 WISCONSIN AVE NW,GEORGETOWN WASHINGTON DC INN LLC,2,Washington,DC,20007,1961,Hotel,Hotel,58722,58722.0,7,95.8,96.5,234.0,234.8,601.6,10.2,4075.6,1099335.3,18720.903009999998,38.90721329,-77.06356493,
2526,PM3524410,0067_0065,Hotel Palomar DC,2015,In Compliance,2121 P ST NW,SILVER P LLC,2,Washington,DC,20037,1965,Hotel,Hotel,249568,248450.0,31,132.7,133.0,241.2,238.9,2729.3,11.0,22442.3,3552094.7,208400.61800000002,38.90982104,-77.0474154,
2531,PM5072233,1189_0090,Capella Georgetown,2015,In Compliance,1050 31ST ST NW,CASTLETON HOTEL PARTNERS I LLC,2,Washington,DC,20007,2012,Hotel,Hotel,62807,62807.0,22,77.2,76.3,242.3,239.7,648.7,10.3,1964.0,1420295.6,,38.90399609,-77.06145828,
2550,PM3987783,0628_0174,Washington DC PPH,2015,In Compliance,0520 NORTH CAPITOL ST NW,PHOENIX PARK HOTEL OPERATING LLC,6,Washington,DC,20001,1927,Hotel,Hotel,55820,100000.0,45,110.1,109.5,252.4,249.0,1113.4,11.1,7989.3,1918748.3,44632.064210000004,38.89719164,-77.00948037,
2551,PM3568865,0016_0884,The River Inn,2015,In Compliance,0924 25TH ST NW,ALAMAC INC,2,Washington,DC,20037,1957,Other,Hotel,85052,76179.0,29,148.4,140.0,254.0,241.5,889.4,11.7,5440.7,1048074.2,77325.42821,38.90143136,-77.05371415,
2556,PM3487836,0343_0023,Embassy Suite Convention Center Hotel,2015,In Compliance,1000 K ST NW,1000 K LLC,2,Washington,DC,20001,2005,Hotel,Hotel,227934,266537.0,27,116.3,117.6,256.8,255.8,3033.9,11.4,15208.6,5034444.4,138277.00400000002,38.90225132,-77.02620603,
2560,PM3641710,0322_0813,Hotel Harrington,2015,In Compliance,0430 11TH ST NW,HARRINGTON HOTEL COMPANY INC,2,Washington,DC,20004,1914,Hotel,Hotel,100484,144799.0,30,148.3,147.6,259.1,253.8,1719.0,11.9,15346.9,2100421.5,143013.5097,38.89597172,-77.02726669,
2569,PM3987335,4373_0008,Days Inn Gateway,2015,In Compliance,2700 NEW YORK AVE NE,T&L HOSPITALITY INC,5,Washington,DC,20002,1966,Hotel,Hotel,95331,95331.0,98,118.8,119.4,263.9,263.6,1114.0,11.7,14388.5,1860703.9,49732.66951,38.91798465,-76.97060177,
2573,PM2798092,0299_0831,Mandarin Oriental Hotel,2015,In Compliance,1330 MARYLAND AVE SW,PORTALS HOTEL SITE LLC,6,Washington,DC,20024,2003,Hotel,Hotel,294037,512051.0,23,117.4,117.4,267.7,266.1,6050.3,11.8,29062.8,10369542.2,247400.8791,38.88360956,-77.03045117,
2574,PM3519359,0199_0065,St. Regis Washington DC,2015,In Compliance,923 16TH ST NW,SELDAR DC HOLDING LLC,2,Washington,DC,20006,1927,Hotel,Hotel,163249,205000.0,24,123.7,122.7,267.7,264.4,2438.3,11.9,10386.0,3960505.6,118479.9997,38.90211204,-77.03609871,
2576,PM3510302,0182N_0011,Beacon Hotel & Corporate Quarters,2015,In Compliance,1615 RHODE ISLAND AVE NW,1615 LLL LLC,2,Washington,DC,20036,1963,Hotel,Hotel,159762,130000.0,33,125.1,126.1,269.1,270.2,1555.5,12.0,8159.1,2511622.7,76877.7183,38.90705674,-77.03805197,
2578,PM3830279,0630_0069,The Liaison Capitol Hill,2015,In Compliance,415 NEW JERSEY AVE NW,I&G CAPITOL INC,6,Washington,DC,20001,1969,Hotel,Hotel,259770,180925.0,40,147.2,147.8,272.5,270.7,2238.8,12.4,14018.6,2990770.2,164317.0462,38.89539744,-77.01068603,
2592,PM1221898,1195_0030,"Four Seasons Washington, DC",2015,In Compliance,2800 PENNSYLVANIA AV NW,SHC WASHINGTON LLC,2,Washington,DC,20007,1979,Hotel,Hotel,459534,459534.0,20,138.3,140.4,287.9,290.1,5908.6,12.9,24439.8,9193206.8,321873.0198,38.90499666,-77.05724596,
2595,PM4175578,0122_0025,311WC-Courtyard Washington DC/Foggy Bott,2015,In Compliance,0515 20TH ST NW,ALL STATES HOTEL COMPANY LLC,2,Washington,DC,20006,2012,Hotel,Hotel,79875,79875.0,21,122.3,122.8,291.5,289.6,1022.1,12.8,4034.0,1825585.8,35437.998739999995,38.89653488,-77.04469019,
2598,PM1483327,0037_0854,"5659-The Westin Grand, Washington DC",2015,In Compliance,2350 M ST NW,STARWOOD REALTY CMBS I LLC,2,Washington,DC,20037,1984,Hotel,Hotel,219252,193239.0,13,111.3,111.9,298.9,300.3,2501.2,12.9,12928.0,4931035.4,46868.9985,38.90497948,-77.05109698,
2602,PM3736457,0493_0805,Holiday Inn Capitol,2015,In Compliance,0550 C ST SW,FEDERAL CENTER HOTEL ASSOCIATES,6,Washington,DC,20024,1980,Hotel,Hotel,439048,279396.0,19,126.7,125.0,308.0,302.7,3768.4,13.5,22373.8,6854606.8,120043.3503,38.88564083,-77.01962878,
2603,PM3507508,0225_0033,The Willard Hotel & Office Building (DDOE),2015,In Compliance,1401 - 1415 PENNSYLVANIA AV NW,WILLARD ASSOCIATES LP,2,Washington,DC,20004,1986,Hotel,Hotel,349863,628106.0,27,123.2,123.2,310.1,309.4,8495.2,13.5,42648.1,15920068.9,230399.3346,38.89716073,-77.03226635,
2604,PM3402383,0219_0018,Sofitel Washington DC,2015,In Compliance,806 15TH ST NW,H STREET SHUFFLE LC,2,Washington,DC,20005,1928,Hotel,Hotel,177323,172519.0,17,143.9,145.4,311.9,310.7,2390.4,13.9,11013.0,3888991.6,115624.0003,38.90051342,-77.03399018,
2607,PM2539114,0225_0803,W Hotel,2015,In Compliance,1434 F ST NW,ISTITHMAR HOTELS WASHINGTON LLC,2,Washington,DC,20004,1919,Hotel,Hotel,216200,225000.0,23,140.6,142.1,315.3,316.9,3137.6,13.9,13758.4,5289446.4,135865.0069,38.89716158,-77.03308652,
2613,PM3514785,0024_0870,"Fairmont Washington, D.C., Georgetown",2015,In Compliance,2401 M ST NW,LHCW HOTEL HOLDING (2002) LLC,2,Washington,DC,20037,1985,Hotel,Hotel,458211,411396.0,15,134.9,135.5,321.4,323.3,5805.4,14.1,30722.4,10374797.4,200826.5831,38.90555725,-77.05177644,
2622,PM3852985,0646_0802,Capitol Skyline Hotel,2015,In Compliance,0010 I ST SW,SOUTH CAPITOL HOLDINGS LLC,6,Washington,DC,20024,1962,Hotel,Hotel,171867,105000.0,7,194.9,195.4,351.8,349.9,1684.1,16.0,12559.5,2167317.8,130698.0882,38.8790328,-77.00973245,
2629,PM4458409,0135_0004,The Dupont Circle Hotel,2015,In Compliance,1500 NEW HAMPSHIRE AVE NW,DOYLE DUPONT LLC,2,Washington,DC,20036,1947,Hotel,Hotel,192274,157000.0,13,184.0,186.3,382.1,381.6,2680.3,17.1,8913.2,4159538.4,146931.2019,38.91047762,-77.04309489,
2631,PM3990120,0197_0840,The University club,2015,In Compliance,1135 16TH ST NW,UNIVERSITY CLUB DC INC,2,Washington,DC,20036,1921,Hotel,Hotel,79330,79330.0,1,212.9,213.4,427.3,420.4,1521.6,19.2,5676.4,2266885.9,91544.99388,38.90500362,-77.03606603,
2640,PM3991736,0182_0084,The Jefferson Hotel,2015,In Compliance,1200 16TH ST NW,DC CAP HOTELIER LLC,2,Washington,DC,20036,1922,Hotel,Hotel,76254,76254.0,1,277.9,279.1,607.6,604.6,2056.0,27.0,5417.9,3377833.1,96621.0759,38.90594573,-77.03695807,
2733,PM4376167,0371_0824,Henley Park Hotel,2014,In Compliance,0926 MASSACHUSETTS AV,TUDOR LP,2,WASHINGTON,DC,20001,1918,Hotel,Hotel,59425,59425.0,95,76.7,76.7,85.8,85.8,254.2,4.3,7061.6,44362.6,44040.41695,38.90312382,-77.02575133,
2774,PM3499931,0081_0096,State Plaza Hotel,2014,In Compliance,2117 E ST NW,SHERRY TOWERS APARTMENT HOTEL LP,2,WASHINGTON,DC,20037,1955,Hotel,Hotel,94139,291819.0,91,60.8,60.8,103.0,102.7,1383.7,4.7,2761.5,1599479.0,122971.6426,38.89641064,-77.04750412,
2846,PM4361120,4102_0248,Quality Inn and Suites,2014,In Compliance,1600 NEW YORK AV NE,"44 WASHINGTON ASSOCIATES, LLC",5,WASHINGTON,DC,20002,1966,Hotel,Hotel,99217,99217.0,52,56.8,56.8,124.2,124.2,546.8,5.5,4864.2,897796.4,25739.195190000002,38.91741627,-76.98043078,
2884,PM4357717,0140_0086,The Quincy,2014,In Compliance,1823 L ST NW,L STREET HOTEL LLC,2,WASHINGTON,DC,20036,1965,Hotel,Hotel,84839,78744.0,43,69.6,69.4,136.1,135.4,541.4,6.9,5547.3,710716.4,4649.24968,38.90402071,-77.04268873,
2887,PM3670053,4393_0015,Holiday Inn Express and Suites Washington DC Northeast,2014,In Compliance,1917 BLADENSBURG RD,SUTON ONE LLC,5,WASHINGTON,DC,20002,2008,Hotel,Hotel,100130,101130.0,61,60.6,59.9,137.6,135.4,614.7,6.1,4768.5,1049710.3,25456.27379,38.91637938,-76.97227625,
2889,PM3635119,0195_0145,Holiday Inn Washington DC Central / White House,2014,In Compliance,1501 RHODE ISLAND AV NW,RHODE ISLAND ASSOCIATES LLC,2,WASHINGTON,DC,20005,1968,Hotel,Hotel,143175,123815.0,88,66.1,66.1,138.5,138.5,765.3,6.2,7840.6,1199840.0,40912.681919999995,38.90813399,-77.03504893,
2897,PM3519199,0629_0041,Hyatt Regency Washington on Capitol Hill,2014,In Compliance,0400 NEW JERSEY AV NW,NSHE TEMPLE LLC,6,WASHINGTON,DC,20001,1975,Hotel,Hotel,605014,715075.0,83,67.5,67.5,141.0,140.7,4500.6,6.3,26354000.0,7023480.2,243367.9938,38.89542515,-77.01166767,
2902,PM3633172,0486_0832,Fairfield Inn & Suites,2014,In Compliance,0500 H ST NW,RLJ III F WASHINGTON DC LLC,2,WASHINGTON,DC,20001,1986,Hotel,Hotel,111056,120000.0,82,54.6,54.6,142.5,142.5,742.8,6.2,5745.2,1432690.7,16650.43636,38.89947487,-77.01923214,
2931,PM4380759,4393_0016,Fairfield Inn & Suites Washington DC New York Ave,2014,In Compliance,2305 NEW YORK AV,SUTON TWO LLC,5,WASHINGTON,DC,20002,2008,Hotel,Hotel,84180,84180.0,86,62.9,62.9,147.3,147.3,545.6,6.5,3567.1,960241.8,20144.5074,38.91644752,-76.97162637,
2950,PM3524414,0211_0858,Hotel Helix,2014,In Compliance,1430 RHODE ISLAND AV NW,LHO WASHINGTON HOTEL FOUR LLC,2,WASHINGTON,DC,20005,1965,Hotel,Hotel,125764,136576.0,77,77.1,76.4,153.4,152.4,941.7,6.9,7230.2,1386727.0,58043.10841,38.90805288,-77.03294769,
3009,PM3991631,1971_0836,Days Inn,2014,In Compliance,4400 CONNECTICUT AV NW,THOMAS MOTT TRUSTEES,3,WASHINGTON,DC,20008,1948,Hotel,Hotel,76016,76016.0,74,53.6,52.1,168.4,163.5,545.6,7.2,5707.0,1194554.8,,38.94693031,-77.06563922,
3030,PM4021278,0072_0006,Best Western Georgetown Hotel and Suites,2014,In Compliance,1121 NEW HAMPSHIRE AV NW,GEORGETOWN SUITES LLC,2,WASHINGTON,DC,20037,1989,Hotel,Hotel,55161,55161.0,27,71.8,71.8,172.7,172.7,417.7,7.6,3867607.1,752127.7,13965.20631,38.9042533,-77.04790429,
3034,PM3685596,0537_0809,Residence Inn Capitol,2014,In Compliance,333 E ST,SOUTHWEST CAPITOL ASSOCIATES LLC,6,WASHINGTON,DC,20024,2003,Hotel,Hotel,235962,190000.0,59,76.2,76.0,174.2,173.6,1460.4,7.7,9769.2,2508477.8,59246.5364,38.88367447,-77.01596309,
3066,PM3524415,0195_0846,Hotel Rouge,2014,In Compliance,1315 16TH ST NW,LHO WASHINGTON HOTEL THREE L L C,2,WASHINGTON,DC,20036,1964,Hotel,Hotel,161042,114073.0,59,103.6,103.5,181.3,181.0,947.4,8.3,5333.0,1160985.5,78539.5019,38.908263299999994,-77.03604042,
3120,PM3519739,0212_0851,Washington DC HWS,2014,In Compliance,1475 MASSACHUSETTS AV NW,RLJ III HS WASHINGTON DC LLC,2,WASHINGTON,DC,20005,2001,Hotel,Hotel,154697,149840.0,44,75.5,75.0,192.3,191.2,1255.2,8.4,6821.6,2374438.8,32140.420789999996,38.9066477,-77.0335128,
3125,PM3524434,0158_0838,Topaz Hotel,2014,In Compliance,1733 N ST NW,LHO WASHINGTON HOTEL ONE L L C,2,WASHINGTON,DC,20036,1964,Hotel,Hotel,69795,73373.0,61,100.4,100.0,192.9,191.9,639.4,8.7,4436.2,900509.9,42941.32825,38.907509399999995,-77.03970793,
3143,PM3762120,0762_0841,144-Capitol Hill Hotel,2014,In Compliance,0200 - 0220 C ST SE,HHLP CAPITOL HILL ASSOCIATES LLC,6,WASHINGTON,DC,20003,1959,Hotel,Hotel,88653,88464.0,59,86.2,85.5,199.1,196.7,776.0,8.8,5707.0,1346285.8,30336.99981,38.88628187,-77.00285663,
3163,PM4475462,0214_0860,Westin DC,2014,In Compliance,1400 M ST NW,DIAMONDROCK DC M STREET OWNER LLC,2,WASHINGTON,DC,20005,1982,Hotel,Hotel,430128,330100.0,45,97.9,97.8,203.8,203.7,3004.8,9.1,13226.0,4677223.4,163504.9959,38.90531575,-77.03343483,
3174,PM3524416,0628_0876,Hotel George,2014,In Compliance,0015 E ST NW,LHO WASHINGTON HOTEL SIX LLC,6,WASHINGTON,DC,20001,1929,Hotel,Hotel,88704,139000.0,4,103.1,103.2,207.6,207.8,1294.9,9.3,7431.2,1937688.9,77163.6737,38.89642087,-77.00990785,
3192,PM3426697,2138_0812,Omni Shoreham Hotel,2014,In Compliance,2500 CALVERT ST NW,OMNI SHOREHAM CORPORATION,3,WASHINGTON,DC,20008,1931,Hotel,Hotel,791548,953000.0,40,97.4,96.5,214.5,211.4,9090.0,9.5,54955.6,15000598.0,403506.9884,38.92233962,-77.05370758,
3194,PM3524410,0067_0065,Hotel Palomar DC,2014,In Compliance,2121 P ST,SILVER P LLC,2,WASHINGTON,DC,20037,1965,Hotel,Hotel,249568,248450.0,44,117.5,117.5,215.0,214.5,2430.1,9.8,23017.3,3190129.1,183197.2327,38.90995138,-77.04740522,
3196,PM3636771,0250_0858,Hilton Garden Inn Washington DC Downtown,2014,In Compliance,815 14TH ST,RLJ FRANKLIN SQUARE HOTEL LLC,2,WASHINGTON,DC,20005,1999,Hotel,Hotel,183541,183541.0,17,88.7,87.4,216.4,212.5,1738.7,9.5,9120.0,3173243.5,54465.99787000001,38.90065037,-77.03153841,
3197,PM3993869,0165_0029,Club Quarters Washington DC,2014,In Compliance,0839 17TH ST NW,RCQ HOTEL DC LLC,2,WASHINGTON,DC,20006,1926,Hotel,Hotel,59746,59746.0,61,93.7,92.2,216.4,212.7,569.8,9.5,3338.1,989549.0,22190.12632,38.901072799999994,-77.03916964,
3199,PM3685602,0377_0846,Courtyard Marriott Convention Center,2014,In Compliance,0900 - 0908 F ST NW,900 F STREET ASSOCIATES LLC,2,WASHINGTON,DC,20004,1891,Hotel,Hotel,128772,122548.0,44,83.1,81.3,217.4,213.4,1157.0,9.4,8267.1,2235509.4,25597.28499,38.89705823,-77.02433815,
3200,PM3421706,2535_0041,Washington Hilton,2014,In Compliance,1919 CONNECTICUT AV,CJUF II DESTINATION HOTEL LLC,,WASHINGTON,DC,,1965,Hotel,Hotel,973414,973414.0,42,107.8,107.2,217.8,216.8,9509.2,9.8,52616.5,14288680.9,561576.4596,38.91636269,-77.04485493,
3208,PM2992806,0214_0854,The Madison,2014,In Compliance,1177 15TH ST NW,LM DC HOTELS LLC,2,WASHINGTON,DC,20005,1962,Hotel,Hotel,287557,287557.0,56,98.3,97.0,219.7,216.3,2795.9,9.7,10238.1,4699772.5,122232.9965,38.90537735,-77.03406793,
3217,PM3680559,0628_0893,Washington Court Hotel on Capitol Hill,2014,In Compliance,0525 NEW JERSEY AV NW,OPERATING ENGINEERS FUND,6,WASHINGTON,DC,20001,1984,Hotel,Hotel,275396,275396.0,44,92.9,92.3,222.1,220.3,2683.7,9.7,21068.6,4809851.8,91659.1193,38.89680117,-77.01087294,
